onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
194.573	0.581	P4	Yeah.	BCK		0.02006	0.77	P4	confident	-16.0				581.0	
194.589	0.76	P2	I see, ok	SPK				P2	manual	-565.0	3717.0	3717.0		565.0	
195.349	4.232	GROUP	(4.2)	SIL				shared	manual	0.0					
199.581	3.791	P2	Yeah, I mean uh very community-oriented, not bad	SPK		0.026943	1.32	P2	confident	0.0	4232.0	8709.0			
203.372	4.398	GROUP	(4.4)	SIL				shared	manual	0.0				300.0	
203.62	0.3	P4	Yeah.	BCK		0.019677	2.48	P4	confident	-4150.0				300.0	
207.77	4.584	P2	Yeah, so I didn't realize if you could contribute nothing, you still get some stuff, okay	SPK		0.01985	4.09	P2	confident	3850.0	4398.0	16898.0			
212.354	5.051	GROUP	(5.1)	SIL				shared	manual	0.0				8651.0	
213.726	2.76	P2	[LAUGHTER]	LAU				P2	manual	-3679.0				7669.0	
213.943	9.3	P3	[LAUGHTER]	LAU				P3	manual	-2543.0				14272.0	
214.12	2.429	P4	[LAUGHTER]	LAU				P4	manual	-9123.0				7224.0	
217.405	2.98	P2	I didn't do that, I didn't do that	SPK				P2	manual	856.0	5051.0	26533.0		2980.0	
220.385	14.817	GROUP	(14.8)	SIL				shared	manual	0.0				7619.0	
228.615	1.69	P4	Ah!	BCK				P4	manual	-6587.0				3231.0	
228.764	3.071	P3	[LAUGHTER]	LAU				P3	manual	-1541.0				4612.0	
235.202	1.171	P4	Dirty tricks	SPK				P4	manual	3367.0	14817.0	14817.0			
236.373	9.058	GROUP	(9.1)	SIL				shared	manual	0.0					
245.431	4.583	P1	Okay, so... Oh, so we put in 10, 9, 8, and 7.	SPK		0.032865	1.51	P1	confident	0.0	9058.0	9058.0			
250.014	3.462	GROUP	(3.5)	SIL				shared	manual	0.0				832.0	
250.659	0.28	P3	Yeah.	BCK		0.030263	6.74	P3	confident	-2817.0				280.0	
251.415	0.24	P1	Okay.	BCK		0.007754	4.98	P1	confident	476.0				240.0	
252.535	0.312	P2	Yeah.	BCK				P2	manual	880.0				312.0	
253.476	0.461	P1	I put in 8.	SPK		0.022441	5.73	P1	confident	629.0	3462.0	17103.0			
253.937	1.68	GROUP	(1.7)	SIL				shared	manual	0.0				0.0	
255.617	3.0	P2	That's on the lower end, so... sorry man	SPK		0.019685	4.22	P2	confident	0.0	1680.0	1680.0		2413.0	
257.444	2.74	P3	Yeah, I put the seven one	SPK		0.01429	0.73	P3	confident	-1173.0	-1173.0	-1173.0		5722.0	
257.444	1.173	P3	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-2740.0				2413.0	collaborative
258.578	3.84	P2	[LAUGHTER]	LAU				P2	manual	-39.0				5688.0	
258.589	0.44	P1	Yeah.	BCK		0.050471	1.57	P1	confident	-3829.0			1145.0	936.0	
259.519	1.371	P1	Talk to the money	SPK				P1	manual	490.0	-665.0	-665.0		2701.0	
259.519	0.665	P1	[OVL:competitive]	OVL	competitive			shared	uncertain	-1371.0				1995.0	collaborative
260.89	0.715	GROUP	(0.7)	SIL				shared	manual	706.0				715.0	
261.605	4.041	P3	I was like, in case the other ones put zero, then at least I have three.	SPK		0.051096	3.9	P3	confident	0.0	715.0	715.0		860.0	
265.599	1.0	P2	But it's interesting.	SPK		0.035181	1.78	P2	confident	-47.0	-47.0	-47.0		47.0	
266.639	10.802	P2	You kept two more than me, for example, but at the end, you only had one more dollar, right?	SPK		0.014842	2.95	P2	confident	40.0	40.0	993.0			
277.461	0.9	P2	Oh, no, no, no.	SPK		0.023306	4.45	P2	confident	20.0	20.0	11815.0			
278.361	0.72	GROUP	(0.7)	SIL				shared	manual	0.0					
279.081	0.641	P2	Yeah, never mind.	SPK		0.009208	3.76	P2	confident	0.0	720.0	13435.0		0.0	
279.722	0.48	GROUP	(0.5)	SIL				shared	manual	0.0				0.0	
280.202	0.76	P2	I was reading the wrong one.	SPK		0.005387	3.03	P2	confident	0.0	480.0	14556.0			
280.962	0.7	GROUP	(0.7)	SIL				shared	manual	0.0					
281.662	0.28	P2	Okay.	SPK		0.006692	2.92	P2	confident	0.0	700.0	16016.0			
281.942	0.087	GROUP	(.)	SIL				shared	manual	0.0					
282.029	3.684	P1	It's those numbers one through four that got into you today.	SPK		0.021968	6.05	P1	confident	0.0	87.0	87.0			
285.713	5.154	GROUP	(5.2)	SIL				shared	manual	0.0				4538.0	
286.329	6.379	P1	[LAUGHTER]	LAU				P1	manual	-4538.0				6379.0	
290.867	0.38	P2	All right.	SPK		0.042074	1.24	P2	confident	-1841.0	5154.0	5154.0		380.0	
291.247	1.081	GROUP	(1.1)	SIL				shared	manual	0.0				1081.0	
292.328	1.022	P2	What are we supposed to discuss?	SPK		0.017697	3.91	P2	confident	0.0	1081.0	6615.0		380.0	
293.35	0.06	GROUP	(.)	SIL				shared	manual	0.0					
293.41	1.421	P2	Just like how we're satisfied.	SPK		0.009622	3.69	P2	confident	0.0	60.0	7697.0			
294.871	2.403	P2	So who was the stingiest?	SPK		0.010452	3.82	P2	confident	40.0	40.0	9158.0			
297.274	1.442	GROUP	(1.4)	SIL				shared	manual	0.0					
298.716	0.52	P2	So it was you.	SPK		0.012666	3.46	P2	confident	0.0	1442.0	13003.0			
299.275	0.26	P4	Be free.	SPK		0.031931	9.22	P4	confident	39.0	39.0	39.0			
299.555	4.284	P2	How do you feel about walking away with more than your colleagues?	SPK		0.060894	1.11	P2	confident	20.0	20.0	20.0		4682.0	
300.837	3.08	P3	[LAUGHTER]	LAU				P3	manual	-3002.0				4760.0	
300.849	1.68	P4	[LAUGHTER]	LAU				P4	manual	-3068.0				3360.0	
303.839	1.691	GROUP	(1.7)	SIL				shared	manual	1310.0				78.0	
305.53	10.948	P3	I'm uh happy to share the extra one as well no i was uh i was like i'll just uh i'll just keep true for myself to be on the safe side because i don't know you so that's why	SPK		0.062902	4.42	P3	confident	0.0	1691.0	1691.0			
316.478	2.478	GROUP	(2.5)	SIL				shared	manual	0.0					
318.956	0.36	P4	Good point.	SPK		0.039533	6.27	P4	confident	0.0	2478.0	2478.0		0.0	
319.316	2.578	GROUP	(2.6)	SIL				shared	manual	0.0				0.0	
321.894	2.504	P1	I was feeling 80% positive, so I put an eight.	SPK		0.011565	5.7	P1	confident	0.0	2578.0	2578.0			
324.398	0.391	GROUP	(0.4)	SIL				shared	manual	0.0				0.0	
324.789	0.359	P1	I don't know	SPK				P1	manual	0.0	391.0	5473.0		0.0	
325.148	9.338	GROUP	(9.3)	SIL				shared	manual	0.0				2062.0	
325.158	2.062	P3	[LAUGHTER]	LAU				P3	manual	-9328.0				2062.0	
334.486	9.562	P1	I've played a prisoner's dilemma type of situation like this before where I convinced other people to go in and then I took it and I like, my conscience hasn't recovered from that.	SPK		0.020944	3.18	P1	confident	7266.0	9338.0	15170.0		0.0	
344.048	0.123	GROUP	(.)	SIL				shared	manual	0.0					
344.171	2.0	P1	That was like seven years ago.	SPK		0.044008	1.17	P1	confident	0.0	123.0	24855.0			
346.171	3.151	GROUP	(3.2)	SIL				shared	manual	0.0					
349.322	0.7	P4	Self-exploration.	SPK		0.025705	1.38	P4	confident	0.0	3151.0	3151.0		1290.0	
349.452	4.944	P2	There could have been an opportunity for that if we could discuss during the contribution part.	SPK		0.025606	1.24	P2	confident	-570.0	-570.0	-570.0		6674.0	
349.452	0.57	P2	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-4944.0				1290.0	
349.972	1.06	P1	I still think about that	SPK				P1	manual	-50.0	-4424.0	-4424.0		2270.0	
349.972	0.05	P1	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1060.0				250.0	
349.972	1.06	P1	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-50.0				2270.0	
351.032	3.621	GROUP	(3.6)	SIL				shared	manual	0.0				3364.0	
354.653	4.761	P3	So you could influence everybody else's decision.	SPK		0.045272	1.76	P3	confident	0.0	3621.0	3621.0		12635.0	
354.768	0.72	P1	Yeah, no	SPK				P1	manual	-4646.0	-4646.0	-4646.0		1440.0	
354.768	0.72	P1	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-720.0				1440.0	
355.488	0.97	GROUP	(1.0)	SIL				shared	manual	0.0				970.0	
356.458	3.142	P2	It's like, guys, if we all put it together, we make the most.	SPK		0.031315	1.24	P2	confident	0.0	970.0	970.0		10411.0	
356.458	2.956	P2	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-3142.0				10225.0	
356.639	0.769	P1	Not for me	SPK				P1	manual	-2775.0	-2961.0	-2961.0		3845.0	
356.639	0.769	P1	[OVL:competitive]	OVL	competitive			shared	uncertain	-769.0				3845.0	
356.639	0.769	P1	[OVL:competitive]	OVL	competitive			shared	manual	-769.0				3845.0	
357.408	2.546	GROUP	(2.5)	SIL				shared	manual	0.0				6204.0	
359.954	2.001	P3	I would be so terrible at lying.	SPK		0.065945	2.68	P3	confident	0.0	2546.0	2546.0		1773.0	
360.182	3.1	P2	[LAUGHTER]	LAU				P2	manual	-1773.0				3100.0	
361.955	6.794	GROUP	(6.8)	SIL				shared	manual	-1327.0				1327.0	
368.749	2.98	P2	But no, pretty selfless I would say of us	SPK		0.012847	4.95	P2	confident	0.0	6794.0	6794.0		2352.0	
370.553	1.701	P4	Yeah, overall, yeah.	SPK		0.03002	3.45	P4	confident	-1176.0	-1176.0	-1176.0		2352.0	
370.553	1.176	P4	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1701.0				2352.0	
372.254	1.657	GROUP	(1.7)	SIL				shared	manual	525.0					
373.911	6.602	P2	I wonder if the fact that this is not tangible, money has a lot to do with it.	SPK		0.014749	4.44	P2	confident	0.0	1657.0	1657.0			
380.513	0.72	GROUP	(0.7)	SIL				shared	manual	0.0					
381.233	4.141	P2	Me personally, I would not probably give all of my whatever.	SPK		0.011875	4.34	P2	confident	0.0	720.0	8979.0		26.0	
385.348	2.061	P1	So you're giving like a share of the cake tomorrow?	SPK		0.024759	6.3	P1	confident	-26.0	-26.0	-26.0		26.0	
387.409	2.1	GROUP	(2.1)	SIL				shared	manual	0.0				961.0	
387.518	0.721	P2	Yeah.	BCK		0.029539	3.1	P2	confident	-1991.0				721.0	
388.789	0.24	P1	Yeah.	BCK		0.006765	4.11	P1	confident	550.0				240.0	
389.509	0.76	P1	That's something real.	SPK		0.014809	5.8	P1	confident	480.0	2100.0	4135.0			
390.269	5.198	GROUP	(5.2)	SIL				shared	manual	0.0					
395.467	0.22	P4	Yeah.	SPK		0.013717	2.94	P4	confident	0.0	5198.0	5198.0			
395.687	1.905	GROUP	(1.9)	SIL				shared	manual	0.0					
397.592	1.794	P4	Yeah, I think so too, actually.	SPK		0.018909	10.56	P4	confident	0.0	1905.0	7323.0			
399.386	0.162	GROUP	(.)	SIL				shared	manual	0.0					
399.548	0.766	P4	I don't think I would have...	SPK		0.054047	11.99	P4	confident	0.0	162.0	9279.0			
