session_id	participant_id	task_id	et_available	gaze_usable	pupil_usable	duration_s	gaze_valid_frac	pupil_missing_frac	qc_flag	qc_notes
ses-20260318_grp-12_run01	P4	T2	True	True	True	875.927384999999	0.9264359402520759	0.07356405974792413	ok	ok
ses-20260318_grp-12_run01	P1	T3	True	True	True	652.8988339999996	0.8317530455061524	0.16824695449384763	ok	ok
ses-20260318_grp-12_run01	P2	T3	True	True	True	652.7809589999997	0.8800834842392805	0.11991651576071949	ok	ok
ses-20260318_grp-12_run01	P3	T3	True	True	True	653.5448300000007	0.8838407063367976	0.11615929366320243	ok	ok
ses-20260318_grp-12_run01	P4	T3	True	True	True	653.6679700000004	0.9363371647509579	0.06366283524904215	ok	ok
ses-20260318_grp-12_run01	P1	T4	True	True	True	388.5848760000008	0.9325599381283836	0.06744006187161644	ok	ok
ses-20260318_grp-12_run01	P2	T4	True	True	True	388.5849580000013	0.9118329466357309	0.08816705336426911	ok	ok
ses-20260318_grp-12_run01	P3	T4	True	True	True	388.58558900000025	0.8978087135859758	0.1021912864140242	ok	ok
ses-20260318_grp-12_run01	P4	T4	True	True	True	388.5859819999987	0.9407063676205207	0.059293632379479266	ok	ok
ses-20260318_grp-13_run01	P1	T0	True	True	True	830.1248430000014	0.9863631975284805	0.013636802471519549	ok	ok
ses-20260318_grp-13_run01	P2	T0	True	True	True	830.6653870000009	0.9470078873103548	0.05299211268964521	ok	ok
ses-20260318_grp-13_run01	P3	T0	True	True	True	830.3516100000015	0.8315758994281301	0.16842410057186985	ok	ok
ses-20260318_grp-13_run01	P4	T0	True	True	True	1160.233733000001	0.8847090545359659	0.11529094546403407	ok	ok
ses-20260318_grp-13_run01	P1	T1	True	True	True	803.1759900000034	0.992167036695188	0.00783296330481198	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260318_grp-13_run01	P2	T1	True	True	True	803.1555310000003	0.9534001895923764	0.04659981040762362	ok	ok
ses-20260318_grp-13_run01	P3	T1	True	True	True	803.1821500000005	0.9510564522164293	0.048943547783570684	ok	ok
ses-20260318_grp-13_run01	P4	T1	True	False	True	803.1773620000022	0.9523037393668771	0.04769626063312293	gaze_out_of_bounds	More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260318_grp-13_run01	P1	T2	True	True	True	917.8638949999986	0.8781078780205628	0.12189212197943722	ok	ok
ses-20260318_grp-13_run01	P2	T2	True	True	True	917.8834489999972	0.9488561948834366	0.05114380511656336	ok	ok
ses-20260318_grp-13_run01	P3	T2	True	True	True	917.8709350000026	0.829560585885486	0.17043941411451402	ok	ok
ses-20260318_grp-13_run01	P4	T2	True	False	True	917.8654629999983	0.9321123747571544	0.06788762524284564	gaze_out_of_bounds	More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260318_grp-13_run01	P1	T3	True	True	True	841.9262369999997	0.9922181766259728	0.007781823374027219	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260318_grp-13_run01	P2	T3	True	True	True	841.904681	0.9575351734758161	0.04246482652418393	pupil_velocity_spike	Mean pupil dilation velocity (computed only between consecutive valid samples) exceeds 10.0 mm/s, suggesting systematic artefactual jumps.
ses-20260318_grp-13_run01	P3	T3	True	True	True	841.9169709999987	0.948285540534219	0.051714459465781015	pupil_velocity_spike	Mean pupil dilation velocity (computed only between consecutive valid samples) exceeds 10.0 mm/s, suggesting systematic artefactual jumps.
ses-20260318_grp-13_run01	P4	T3	True	True	True	841.9260130000002	0.954081081081081	0.04591891891891897	ok	ok
ses-20260318_grp-13_run01	P1	T4	True	True	True	295.175091000001	0.9923980180547071	0.007601981945292935	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260318_grp-13_run01	P2	T4	True	True	True	295.195418000003	0.9639952683720242	0.036004731627975795	ok	ok
ses-20260318_grp-13_run01	P3	T4	True	True	True	295.1803629999995	0.929248777596681	0.07075122240331899	ok	ok
ses-20260318_grp-13_run01	P4	T4	True	True	True	295.1776720000016	0.9648972602739726	0.0351027397260274	ok	ok
ses-20260319_grp-14_run01	P1	T0	True	True	True	471.6953579999972	0.9027311727477382	0.09726882725226182	ok	ok
ses-20260319_grp-14_run01	P2	T0	True	True	True	471.67489099998784	0.8964828816583128	0.1035171183416872	ok	ok
ses-20260319_grp-14_run01	P3	T0	True	True	True	471.45570900000166	0.9325995495304067	0.06740045046959331	ok	ok
ses-20260319_grp-14_run01	P4	T0	True	True	True	471.616154000003	0.9145673138196185	0.08543268618038147	ok	ok
ses-20260319_grp-14_run01	P1	T1	True	True	True	857.1142650000111	0.9405549451833843	0.05944505481661566	ok	ok
ses-20260319_grp-14_run01	P2	T1	True	True	True	857.1134829999937	0.9477781154304682	0.05222188456953181	ok	ok
ses-20260319_grp-14_run01	P3	T1	True	True	True	857.0956599999918	0.9607976062462014	0.03920239375379864	ok	ok
ses-20260319_grp-14_run01	P4	T1	True	True	True	857.0959399999992	0.9197718453410632	0.08022815465893685	ok	ok
ses-20260319_grp-14_run01	P1	T2	True	True	True	945.6948940000002	0.9330720338983051	0.06692796610169494	ok	ok
ses-20260319_grp-14_run01	P2	T2	True	True	True	945.6940319999994	0.9368008474576272	0.06319915254237285	ok	ok
ses-20260319_grp-14_run01	P3	T2	True	True	True	945.7165099999984	0.9450859091968391	0.0549140908031609	ok	ok
ses-20260319_grp-14_run01	P4	T2	True	True	True	945.6967830000067	0.9252754237288136	0.07472457627118645	ok	ok
ses-20260319_grp-14_run01	P1	T3	True	True	True	812.6937140000082	0.9381933829692816	0.061806617030718436	ok	ok
ses-20260319_grp-14_run01	P2	T3	True	True	True	812.6929729999974	0.9429761846062817	0.05702381539371826	ok	ok
ses-20260319_grp-14_run01	P3	T3	True	True	True	812.6950710000092	0.9734480548296435	0.026551945170356528	ok	ok
ses-20260319_grp-14_run01	P4	T3	True	True	True	812.7153729999991	0.9265586864876858	0.0734413135123142	ok	ok
ses-20260319_grp-14_run01	P1	T4	True	True	True	487.8246059999947	0.9392968621652702	0.0607031378347298	ok	ok
