onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
219.375	3.989	P1	[LAUGHTER]	LAU				P1	manual	-687.0				6199.0	
220.062	0.58	P3	No!	SPK		0.04779	1.16	P3	confident	-3302.0	1179.0	1179.0		580.0	
220.642	4.705	GROUP	(4.7)	SIL				shared	manual	0.0				4932.0	
221.001	2.21	P3	[LAUGHTER]	LAU				P3	manual	-4346.0				4420.0	
225.347	7.789	P2	I put them all in because I thought so well if you all put it in we will have it multiplied with 1.5 and we will all get equal.	SPK		0.06824	2.46	P2	confident	2136.0	4705.0	4705.0		7239.0	
226.917	0.4	P3	Yeah.	BCK				P3	manual	-6219.0			1570.0	616.0	
227.209	0.621	P4	Yeah, I thought...	SPK		0.084857	0.72	P4	confident	-108.0	-5927.0	-5927.0		1350.0	
227.209	0.621	P4	[OVL:competitive]	OVL	competitive			shared	uncertain	-621.0				1350.0	collaborative
227.83	5.624	GROUP	(5.6)	SIL				shared	manual	0.0				5597.0	
231.31	0.291	P1	Yeah.	BCK				P1	manual	-2144.0			5963.0	582.0	
233.454	1.401	P4	That's what I understood too.	SPK		0.069166	3.57	P4	confident	1853.0	5624.0	318.0		1725.0	
233.712	0.582	P1	It's the same.	SPK				P1	manual	-1143.0	-1143.0	-1143.0		1164.0	
233.712	0.582	P1	[OVL:competitive]	OVL	competitive			shared	uncertain	-582.0				1164.0	
234.294	0.581	GROUP	(0.6)	SIL				shared	manual	0.0				561.0	
234.875	1.401	P4	I put eight in though.	SPK		0.026655	2.15	P4	confident	0.0	581.0	581.0		322.0	
235.39	0.322	P2	Yeah.	BCK				P2	manual	-886.0			515.0	322.0	
236.276	1.485	GROUP	(1.5)	SIL				shared	manual	564.0				0.0	
237.761	0.46	P2	I put ten.	SPK		0.021258	4.19	P2	confident	0.0	1485.0	1485.0		0.0	
238.221	0.352	GROUP	(0.4)	SIL				shared	manual	0.0					
238.573	2.081	P1	I put ten also.	SPK		0.103402	1.23	P1	confident	0.0	352.0	352.0		2226.0	
239.541	1.677	P2	Yeah, yeah! I did the same!	SPK				P2	manual	-1113.0	-1113.0	-1113.0		3154.0	
239.541	1.113	P2	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1677.0				2226.0	collaborative
240.754	0.88	P1	Exactly.	SPK		0.110473	1.0	P1	confident	100.0	-464.0	-464.0		977.0	
240.754	0.464	P1	[OVL:smooth]	OVL	smooth			shared	manual	-880.0				928.0	collaborative
241.585	2.263	P2	I think that was the best case for all of us.	SPK		0.085786	1.3	P2	confident	367.0	-49.0	-49.0		2143.0	
241.754	2.677	P1	[LAUGHTER]	LAU				P1	manual	-2094.0				2677.0	
243.848	2.392	GROUP	(2.4)	SIL				shared	manual	-583.0				583.0	
246.24	6.341	P3	And I thought, okay, you know, the tax system, you pay 50%.	SPK		0.068886	1.76	P3	confident	0.0	2392.0	2392.0		0.0	
252.581	0.481	GROUP	(0.5)	SIL				shared	manual	0.0				0.0	
253.062	4.941	P3	So I thought 50%, that's a good rule of thumb, put in 50%.	SPK		0.056863	1.73	P3	confident	0.0	481.0	9214.0		1048.0	
253.451	1.048	P1	[LAUGHTER]	LAU				P1	manual	-4552.0				1048.0	
258.003	1.204	GROUP	(1.2)	SIL				shared	manual	3504.0					
259.207	1.581	P2	Yeah, but you kept some for yourself.	SPK		0.100074	1.1	P2	confident	0.0	1204.0	1204.0			
260.788	0.256	GROUP	(0.3)	SIL				shared	manual	0.0					
261.044	2.141	P3	Sorry, sorry, sorry.	SPK		0.179568	1.44	P3	confident	0.0	256.0	256.0		5912.0	
261.148	2.061	P2	You didn't you didn't think group-wise.	SPK				P2	manual	-2037.0	-2037.0	-2037.0		5936.0	
261.148	2.037	P2	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-2061.0				5912.0	
261.347	5.266	P1	[LAUGHTER]	LAU				P1	manual	-1838.0				13106.0	
263.209	0.296	GROUP	(0.3)	SIL				shared	manual	-3404.0				296.0	
263.505	0.601	P3	Sorry.	SPK		0.115703	1.32	P3	confident	0.0	296.0	296.0		696.0	
264.011	1.96	P2	[LAUGHTER]	LAU				P2	manual	-95.0				5482.0	
264.106	2.825	GROUP	(2.8)	SIL				shared	manual	-1865.0				6894.0	
264.409	2.859	P3	[LAUGHTER]	LAU				P3	manual	-2522.0				6625.0	
266.931	2.101	P4	Yeah, I considered putting them all in.	SPK		0.056144	5.96	P4	confident	-337.0	2825.0	2825.0		337.0	
269.052	2.982	P4	But then I thought, maybe, did I really understand that correctly?	SPK		0.048659	10.26	P4	confident	20.0	20.0	4946.0		27.0	
272.007	0.325	P2	Yeah.	BCK				P2	manual	-27.0			2955.0	305.0	
272.054	2.242	P4	Because it just seemed a little too easy.	SPK		0.065965	8.01	P4	confident	-278.0	20.0	7948.0		278.0	
274.316	3.182	P4	And that's why I kept two for myself, just to see how it would work.	SPK		0.033406	9.71	P4	confident	20.0	20.0	10210.0			
277.498	0.298	GROUP	(0.3)	SIL				shared	manual	0.0					
277.796	0.08	P2	Ah.	SPK		0.013483	5.19	P2	confident	0.0	298.0	298.0			
277.876	0.503	GROUP	(0.5)	SIL				shared	manual	0.0					
278.379	0.22	P4	Yeah.	SPK		0.043899	0.95	P4	confident	0.0	503.0	503.0		99.0	
278.5	0.229	P3	Mmh.	BCK				P3	manual	-99.0			121.0	229.0	
278.599	3.642	GROUP	(3.6)	SIL				shared	manual	-130.0				130.0	
282.241	0.981	P4	Anyway, interesting.	SPK		0.04418	10.42	P4	confident	0.0	3642.0	4365.0			
283.222	0.9	GROUP	(0.9)	SIL				shared	manual	0.0					
284.122	5.704	P4	So I think we'd have to review the... Why is it that it's best to keep them all for yourself?	SPK		0.025845	9.2	P4	confident	0.0	900.0	6246.0			
289.826	0.16	GROUP	(.)	SIL				shared	manual	0.0				0.0	
289.986	0.801	P4	I don't understand.	SPK		0.018518	8.09	P4	confident	0.0	160.0	12110.0		0.0	
290.787	2.619	GROUP	(2.6)	SIL				shared	manual	0.0					
293.406	2.997	P2	Then you just get more than others that doesn't keep them, so...	SPK		0.03206	4.29	P2	confident	0.0	2619.0	2619.0			
296.403	1.792	GROUP	(1.8)	SIL				shared	manual	0.0					
298.195	1.961	P3	It's a little bit like the tax system.	SPK		0.046892	1.89	P3	confident	0.0	1792.0	1792.0			
300.196	1.201	P3	So we all pay 100%.	SPK		0.022759	5.33	P3	confident	40.0	40.0	3793.0		0.0	
301.397	0.18	GROUP	(.)	SIL				shared	manual	0.0				0.0	
301.577	1.641	P3	We would all get the same.	SPK		0.01668	6.21	P3	confident	0.0	180.0	5174.0			
303.218	0.964	GROUP	(1.0)	SIL				shared	manual	0.0				290.0	
303.772	0.29	P4	Right.	BCK				P4	manual	-410.0				290.0	
304.182	0.321	P2	Yeah.	SPK		0.015459	0.73	P2	confident	120.0	964.0	964.0			
304.539	5.764	P3	But if you then as the only one decide to keep it all for yourself, then you get our money and your own.	SPK		0.031642	5.73	P3	confident	36.0	36.0	36.0			
310.303	1.417	GROUP	(1.4)	SIL				shared	manual	0.0				533.0	
311.187	1.239	P3	Hundred percent of your... yeah.	BCK				P3	manual	-533.0				1817.0	
311.72	7.803	P4	Ah, so you're dependent on, yeah, okay, so the fact, so you just paid, so had we all said zero, it would have been best?	SPK		0.055064	2.42	P4	confident	-706.0	1417.0	1417.0		9118.0	
312.137	1.026	P2	Yeah, yeah, yeah.	SPK				P2	manual	-7386.0	-7386.0	-7386.0		2341.0	
312.137	1.026	P2	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1026.0				2341.0	collaborative
313.163	6.64	GROUP	(6.6)	SIL				shared	manual	0.0				6360.0	
319.803	2.941	P4	Or no, had we all said 10, it would have been best.	SPK		0.058955	2.71	P4	confident	0.0	6640.0	6640.0		2038.0	
321.336	0.63	P2	Ten, yeah.	SPK				P2	manual	-1408.0	-1408.0	-1408.0		1260.0	
321.336	0.63	P2	[OVL:competitive]	OVL	competitive			shared	uncertain	-630.0				1260.0	
321.966	1.338	GROUP	(1.3)	SIL				shared	manual	0.0				778.0	
323.304	3.681	P4	And it's because we were selfish that it was a lower one.	SPK		0.042143	2.86	P4	confident	0.0	1338.0	1338.0		3094.0	
326.197	1.789	P1	So it's lower, yeah.	SPK				P1	manual	-788.0	-788.0	-788.0		4971.0	
326.197	0.788	P1	[OVL:competitive]	OVL	competitive			shared	uncertain	-1789.0				3094.0	collaborative
326.479	1.101	P2	A little.	SPK		0.026743	1.57	P2	confident	-506.0	-1507.0	-1507.0		3720.0	
326.479	0.506	P2	[OVL:competitive]	OVL	competitive			shared	uncertain	-1101.0				2530.0	collaborative
326.479	1.101	P2	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-506.0				3720.0	collaborative
327.58	0.125	GROUP	(.)	SIL				shared	manual	0.0				125.0	
327.705	3.061	P4	Yeah, so we ruined it for everyone.	SPK		0.044374	2.31	P4	confident	0.0	125.0	125.0		901.0	
327.705	0.281	P4	[OVL:smooth]	OVL	smooth			shared	manual	-3061.0				562.0	collaborative
330.505	3.312	P2	[LAUGHTER]	LAU				P2	manual	2519.0				9184.0	
330.688	2.672	P1	[LAUGHTER]	LAU				P1	manual	-3129.0				8087.0	
330.792	0.42	P3	Yeah.	SPK		0.056828	0.71	P3	confident	-2568.0	26.0	26.0		840.0	
331.212	2.075	GROUP	(2.1)	SIL				shared	manual	0.0				6846.0	
331.222	2.945	P3	[LAUGHTER]	LAU				P3	manual	-2065.0				8309.0	
331.444	0.631	P4	Yeah, okay.	BCK				P4	manual	-2723.0				2524.0	
333.287	1.28	P4	Okay, I don't really, okay.	SPK		0.0285	1.7	P4	confident	1212.0	2075.0	2075.0		1483.0	
334.567	1.08	GROUP	(1.1)	SIL				shared	manual	0.0					
335.647	0.512	P4	Interesting.	SPK				P4	manual	0.0	1080.0	4435.0			
336.159	2.045	GROUP	(2.0)	SIL				shared	manual	0.0				299.0	
336.495	0.299	P2	Yeah.	BCK				P2	manual	-1709.0				299.0	
338.204	6.804	P3	So I guess if you could have a discussion before, would that have changed the outcome? I don't know.	SPK		0.022948	5.17	P3	confident	1410.0	2045.0	2045.0			
345.008	0.078	GROUP	(.)	SIL				shared	manual	0.0					
345.086	0.818	P2	I think so, because...	SPK				P2	manual	0.0	78.0	78.0		857.0	
345.611	2.2	P4	I think it would, because I would have put in ten.	SPK		0.079218	2.58	P4	confident	-293.0	-293.0	-293.0		2619.0	
345.611	0.293	P4	[OVL:smooth]	OVL	smooth			shared	manual	-2200.0				857.0	completion
345.633	0.328	P1	Yeah.	BCK				P1	manual	-271.0			22.0	870.0	
346.303	0.197	P2	Yeah.	SPK				P2	manual	342.0	-1508.0	-1508.0		394.0	
346.303	0.197	P2	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-197.0				394.0	
346.5	3.431	GROUP	(3.4)	SIL				shared	manual	0.0				1629.0	
348.248	0.318	P3	Mmh.	BCK				P3	manual	-1683.0				318.0	
349.931	4.382	P3	And perhaps it would have changed the outcome also if we had gotten the money.	SPK		0.023646	3.62	P3	confident	1365.0	3431.0	3431.0		4463.0	
350.03	0.18	P2	Yeah.	SPK		0.024355	1.15	P2	confident	-4283.0	-4283.0	-4283.0		360.0	
350.03	0.18	P2	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-180.0				360.0	
350.21	5.216	GROUP	(5.2)	SIL				shared	manual	0.0				4103.0	
355.426	0.912	P2	Just kept them all?	SPK				P2	manual	0.0	5216.0	1113.0			
356.338	0.177	GROUP	(.)	SIL				shared	manual	0.0				0.0	
356.515	5.603	P3	Yeah, like the experiment was you keep the money and it's like every token is 100 kroner.	SPK		0.047786	6.4	P3	confident	0.0	177.0	177.0		0.0	
362.118	2.069	GROUP	(2.1)	SIL				shared	manual	0.0					
364.187	1.8	P3	Maybe the result would not be the same.	SPK				P3	manual	0.0	2069.0	7849.0			
365.987	1.48	GROUP	(1.5)	SIL				shared	manual	0.0				0.0	
367.467	1.641	P4	But if you get it back, right?	SPK		0.043798	7.08	P4	confident	0.0	1480.0	1480.0		0.0	
369.108	0.62	GROUP	(0.6)	SIL				shared	manual	0.0					
369.728	0.38	P4	Don't you?	SPK		0.027641	8.47	P4	confident	0.0	620.0	3741.0			
370.108	1.972	GROUP	(2.0)	SIL				shared	manual	0.0					
372.08	4.266	P2	Yeah, we got it back multiplied by 1.5, the one we shared.	SPK		0.045099	1.83	P2	confident	0.0	1972.0	1972.0			
376.346	0.385	GROUP	(0.4)	SIL				shared	manual	0.0					
376.731	0.28	P4	Yeah.	SPK		0.047449	10.96	P4	confident	0.0	385.0	385.0		23.0	
376.988	0.301	P2	Yeah.	BCK				P2	manual	-23.0			257.0	301.0	
377.011	2.161	GROUP	(2.2)	SIL				shared	manual	-278.0				278.0	
379.172	2.461	P4	So, well, I don't know.	SPK		0.013645	6.33	P4	confident	0.0	2161.0	2826.0		0.0	
381.633	15.827	GROUP	(15.8)	SIL				shared	manual	0.0				0.0	
397.46	1.941	MODERATOR	Okay, this is the end of the tasks.	SPK		0.003261	1.01	MOD	confident	0.0	15827.0	15827.0			
399.401	0.383	GROUP	(0.4)	SIL				shared	manual	0.0					
399.784	6.951	MODERATOR	You have just one more question you can fill in and then you are free to go.	SPK		0.022973	2.75	MOD	confident	0.0	383.0	18151.0		1839.0	
401.545	1.789	P2	[LAUGHTER]	LAU				P2	manual	-5190.0				1839.0	
401.964	0.05	P1	Oh.	BCK				P1	manual	-1370.0			2180.0	100.0	
406.755	0.16	P2	Okay.	SPK		0.01515	3.32	P2	confident	4741.0	20.0	20.0			
