onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
292.619	26.432	P2	We would have gained collectively the most possible money, but if you were, as you, and maybe even more so, I'm not giving anything, and hope for the rest of us putting in all our money, then you would definitely have gained the most. I mean, even though you didn't give them. I think we're not far off in, I don't know what the maximum possible would have been, but it's, yeah, you got some, yeah.	SPK		0.023949	5.10	P2	confident	2179	-3211	-3211		29864
292.619	3.211	P2	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-26432				6422
301.076	1.569	P3	Ah, and then hope for the rest...	SPK				P3	manual	5246	-17975	-17975		3138
301.076	1.569	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1569				3138
302.645	9.775	GROUP	(9.8)	SIL				shared	manual	0				10914
304.416	1.139	P1	Mhm, mhm.	BCK				P1	manual	-8004			11797	2278
312.420	0.740	P3	No, that's true.	SPK		0.027665	1.07	P3	confident	6865	9775	-6631		1480
312.420	0.740	P3	[OVL:competitive]	OVL	competitive			shared	manual	-740				1480
313.160	3.631	GROUP	(3.6)	SIL				shared	manual	0				3631
316.791	2.019	P4	I have four more tokens.	SPK				P4	manual	0	3631	3631		4038
316.791	2.019	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2019				4038
318.810	0.377	GROUP	(0.4)	SIL				shared	manual	0				241
319.187	24.915	P1	Because you would have maximum out on the pool, you know. The more on the pool the more you could get, right, so that was at least my thinking, you know. I was trusting you guys, let's do a pool. No no. It's fair because it multiplies by one point five. Yeah, but it's a it's a risk as well, right, and...	SPK		0.048185	1.47	P1	confident	0	377	377		19979
323.571	0.260	P2	Yeah.	BCK		0.047443	0.61	P2	confident	-20531			4384	260
325.612	0.321	P2	Yeah.	BCK		0.034914	2.06	P2	confident	1781			6425	321
329.005	0.307	P2	Yeah.	BCK				P2	manual	3072			9818	307
330.365	0.313	P2	Yeah.	BCK				P2	manual	1053			11178	313
331.851	1.192	P4	Sorry about that.	SPK				P4	manual	1173	-12251	-12251		2434
331.851	1.192	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1192				2434
332.407	0.050	P3	[LAUGHTER]	LAU				P3	manual	-636				150
333.043	5.232	GROUP	(5.2)	SIL				shared	manual	586				6854
333.063	1.622	P4	[SOFT LAUGHTER]	LAU				P4	manual	-5212				3244
338.275	1.651	P3	Ah yeah, the pool will times one point five.	SPK				P3	manual	3590	5232	5232		3425
338.275	1.651	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1651				3425
339.803	0.314	P2	Yeah.	BCK				P2	manual	-123			1528	934
339.930	1.648	P3	Yeah, that's true	SPK				P3	manual	-187	4	6887		3483
339.930	1.648	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1648				3483
341.578	5.715	GROUP	(5.7)	SIL				shared	manual	0				3301
344.048	0.777	P2	Yeah, yeah.	BCK				P2	manual	-3245			24861	831
347.293	4.114	P1	You know, it's a bet and a risk because it depends on the group behavior.	SPK		0.033955	7.51	P1	confident	2468	5715	5715		161
348.793	0.161	P2	Yeah.	BCK				P2	manual	-2614			1500	161
351.407	1.167	GROUP	(1.2)	SIL				shared	manual	2453				474
352.050	0.474	P3	Hmm.	BCK				P3	manual	-524				474
352.574	1.800	P1	Yeah, I guess.	SPK		0.005650	1.72	P1	confident	50	1167	10996		290
352.583	0.290	P2	[BRE]	BRE				P2	manual	-1791				290
354.374	0.696	GROUP	(0.7)	SIL				shared	manual	1501				0
355.070	5.415	P2	Yeah, so 10.1, it was not a lot we got out of it, compared.. I mean you got point one and we...	SPK		0.012245	4.86	P2	confident	0	696	696		434
360.268	6.001	P1	Yeah, I got nothing.	SPK		0.025862	2.27	P1	confident	-217	-217	-217		9546
360.268	0.217	P1	[OVL:smooth]	OVL	smooth			shared	manual	-6001				434
361.089	2.221	P3	Yeah, that's true.	SPK		0.014308	3.56	P3	confident	604	-5180	-5180		4682
361.089	2.221	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2221				4682
361.916	0.240	P2	Yeah.	BCK		0.009306	3.91	P2	confident	-1394			827	720
363.310	0.767	GROUP	(0.8)	SIL				shared	manual	1154				767
364.077	0.681	P2	We gained a little.	SPK		0.025167	5.90	P2	confident	0	767	767		1362
364.077	0.681	P2	[OVL:competitive]	OVL	competitive			shared	manual	-681				1362
364.758	0.721	GROUP	(0.7)	SIL				shared	manual	0				721
365.479	2.041	P2	Oh, we gained the 3 and 0.1, right?	SPK		0.029281	5.12	P2	confident	0	721	2169		1580
365.479	0.790	P2	[OVL:competitive]	OVL	competitive			shared	manual	-2041				1580
367.520	0.080	GROUP	(.)	SIL				shared	manual	1251				
367.600	2.840	P2	And you gained 7.1.	SPK		0.007267	4.04	P2	confident	0	80	4290		1404
369.738	5.330	P1	Yeah. Yeah. Definitely highest outcome you had.	SPK		0.013415	5.41	P1	confident	-702	-702	-702		3801
369.738	0.702	P1	[OVL:competitive]	OVL	competitive			shared	manual	-5330				1404
374.025	1.780	P2	[SOFT LAUGHTER]	LAU				P2	manual	3585				5345
374.373	2.698	P3	[SOFT LAUGHTER]	LAU				P3	manual	-1432				8056
374.409	1.923	P4	[SOFT LAUGHTER]	LAU				P4	manual	-2662				6506
375.068	2.095	P1	[SOFT LAUGHTER]	LAU				P1	manual	-1264				6099
375.068	2.419	GROUP	(2.4)	SIL				shared	manual	-2095				6099
377.487	0.160	P1	Yeah.	SPK		0.045558	6.47	P1	confident	0	2419	7047		0
377.647	1.061	GROUP	(1.1)	SIL				shared	manual	0				0
378.708	0.700	P1	It's a funny one.	SPK		0.036611	9.08	P1	confident	0	1061	8268		
379.408	0.352	GROUP	(0.4)	SIL				shared	manual	0				
379.760	0.340	P3	Yes.	SPK		0.055890	14.61	P3	confident	0	352	352		
380.100	1.451	GROUP	(1.5)	SIL				shared	manual	0				0
381.551	6.102	MODERATOR	Then let's have your final annotation on this, and we are done.	SPK		0.002605	1.25	MOD	confident	0	1451	1451		0
387.653	13.027	GROUP	(13.0)	SIL				shared	manual	0				
400.680	1.742	P3	We didn't get money.	SPK		0.043523	8.27	P3	confident	0	13027	13027		
402.422	5.857	GROUP	(5.9)	SIL				shared	manual	0				0
408.279	1.850	P2	Oh. Without glasses, which is...	SPK		0.016468	5.64	P2	confident	0	5857	5857		0
410.129	17.025	GROUP	(17.0)	SIL				shared	manual	0				
427.154	0.280	P3	Thank you.	SPK		0.006318	3.42	P3	confident	0	17025	17025		
