onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
253.483	2.921	GROUP	(2.9)	SIL				shared	manual	0				
256.404	1.940	P4_SUB-032	So you kept one.	SPK		0.041202	9.71	mic12	confident	0	2921	5902		
258.391	0.581	P3_SUB-031	I kept one.	SPK		0.048252	4.83	mic11	confident	47	47	47		0
258.972	1.501	GROUP	(1.5)	SIL				shared	manual	0				0
260.473	0.661	P3_SUB-031	You kept six.	SPK		0.032521	1.67	mic11	confident	0	1501	2129		
261.134	0.312	GROUP	(0.3)	SIL				shared	manual	0				
261.446	0.240	P2_SUB-030	yeah	SPK		0.016567	5.71	mic10	backchannel	0	312	312		0
261.686	0.580	GROUP	(0.6)	SIL				shared	manual	0				0
262.266	0.700	P4_SUB-032	And we kept zero.	SPK		0.037370	11.83	mic12	confident	0	580	580		
262.966	0.432	GROUP	(0.4)	SIL				shared	manual	0				
263.398	0.220	P3_SUB-031	yeah	SPK		0.018189	1.16	mic11	backchannel	0	432	432		0
263.618	1.219	GROUP	(1.2)	SIL				shared	manual	0				0
264.837	4.282	P1_SUB-029	I just wanted, I don't know, I thought it was more fun doing that.	SPK		0.105659	1.11	mic9	confident	0	1219	1219		
269.119	0.200	P3_SUB-031	yeah	SPK		0.040949	1.01	mic11	backchannel	0	0	0		
269.319	3.700	GROUP	(3.7)	SIL				shared	manual	0				
273.019	0.320	P2_SUB-030	sure	SPK		0.025552	4.74	mic10	backchannel	0	3700	3700		
273.339	2.622	GROUP	(2.6)	SIL				shared	manual	0				
275.961	1.720	P2_SUB-030	And then I was like, okay, let's lower it down.	SPK		0.062431	4.57	mic10	confident	0	2622	6642		0
277.681	1.573	GROUP	(1.6)	SIL				shared	manual	0				0
279.254	3.484	P4_SUB-032	Well, you know, we still ended up with more than we had at the beginning, so it's cool.	SPK		0.055486	1.51	mic12	confident	0	1573	1573		697
282.381	0.340	P3_SUB-031	yeah	SPK		0.047558	1.33	mic11	backchannel	-357	-357	-357		680
282.381	0.340	P3_SUB-031	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-340				680
282.721	3.380	GROUP	(3.4)	SIL				shared	manual	0				17
286.101	1.842	P4_SUB-032	I don't know, maybe also if it was real money.	SPK		0.057250	11.14	mic12	confident	0	3380	3380		
287.943	0.740	GROUP	(0.7)	SIL				shared	manual	0				
288.683	0.200	P3_SUB-031	yeah	SPK		0.060246	5.81	mic11	backchannel	0	740	740		
288.883	4.690	GROUP	(4.7)	SIL				shared	manual	0				
293.573	2.141	P1_SUB-029	Would you have changed if it was real money?	SPK		0.183430	8.82	mic9	confident	0	4690	4690		
295.714	0.371	GROUP	(0.4)	SIL				shared	manual	0				
296.085	2.582	P4_SUB-032	I like to be a very good person, in theory at least.	SPK		0.118642	5.86	mic12	confident	0	371	371		
298.667	0.941	GROUP	(0.9)	SIL				shared	manual	0				
299.608	0.361	P4_SUB-032	I don't know.	SPK		0.137758	2.65	mic12	confident	0	941	3894		
299.969	0.100	GROUP	(.)	SIL				shared	manual	0				
300.069	1.301	P4_SUB-032	It depends how much money that is.	SPK		0.149995	8.71	mic12	confident	0	100	4355		
301.410	3.323	P4_SUB-032	10 euros or 70 kronos, 100 kronos, sure.	SPK		0.088182	3.55	mic12	confident	40	40	5696		
304.733	0.761	GROUP	(0.8)	SIL				shared	manual	0				
305.494	1.141	P4_SUB-032	A million euros.	SPK		0.071899	10.65	mic12	confident	0	761	9780		0
306.635	0.727	GROUP	(0.7)	SIL				shared	manual	0				0
307.362	1.401	P1_SUB-029	I don't know.	SPK		0.138912	1.64	mic9	confident	0	727	727		1036
308.168	0.441	P4_SUB-032	I don't know.	SPK		0.147633	1.12	mic12	confident	-595	-595	-595		882
308.168	0.441	P4_SUB-032	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-441				882
308.609	0.120	GROUP	(.)	SIL				shared	manual	0				120
308.729	1.502	P4_SUB-032	I'll make some math.	SPK		0.067905	1.08	mic12	confident	0	120	-34		666
309.915	0.641	P3_SUB-031	yeah	SPK		0.069566	0.78	mic11	backchannel	-316	-316	-316		632
309.915	0.316	P3_SUB-031	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-641				632
310.571	0.501	P4_SUB-032	Yes.	SPK		0.057970	1.72	mic12	confident	340	15	15		
311.072	0.701	GROUP	(0.7)	SIL				shared	manual	0				
311.773	3.685	P4_SUB-032	At least some math first before putting in one million for the community.	SPK		0.067456	4.09	mic12	confident	0	701	1217		2090
314.606	0.240	P1_SUB-029	yeah	SPK		0.025277	0.57	mic9	backchannel	-852	-852	-852		867
314.606	0.240	P1_SUB-029	[OVL:smooth]	OVL	smooth			shared	manual	-240				867
314.717	0.740	P3_SUB-031	yeah	SPK		0.031127	0.79	mic11	backchannel	-129	-129	-129		1867
314.717	0.740	P3_SUB-031	[OVL:competitive]	OVL	competitive			shared	manual	-740				1867
314.717	0.129	P3_SUB-031	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-740				645
315.457	1.984	GROUP	(2.0)	SIL				shared	manual	611				1
317.441	0.921	P4_SUB-032	I cannot really blame you.	SPK		0.043004	10.47	mic12	confident	0	1984	1984		
318.362	0.180	GROUP	(.)	SIL				shared	manual	0				0
318.542	1.322	P4_SUB-032	And it was wise to keep one.	SPK		0.103855	8.51	mic12	confident	0	180	3085		0
319.884	0.961	P4_SUB-032	Yeah.	SPK		0.008210	0.53	mic12	backchannel	20	20	4427		624
320.533	2.905	P3_SUB-031	Yeah, that's for a rainy day, you know.	SPK		0.030569	1.20	mic11	confident	-312	-312	-312		4392
320.533	0.312	P3_SUB-031	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-2905				624
320.885	0.381	P4_SUB-032	Probably.	SPK		0.049166	8.07	mic12	confident	40	-2553	-2553		762
320.885	0.381	P4_SUB-032	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-381				762
321.266	1.905	GROUP	(1.9)	SIL				shared	manual	0				1905
323.171	0.360	P1_SUB-029	yeah	SPK		0.021910	0.73	mic9	backchannel	0	1905	1905		1205
323.171	0.267	P1_SUB-029	[OVL:smooth]	OVL	smooth			shared	manual	-360				1101
323.249	0.200	P4_SUB-032	Yes.	SPK		0.045340	1.68	mic12	confident	-189	-282	-282		967
323.249	0.189	P4_SUB-032	[OVL:smooth]	OVL	smooth			shared	manual	-200				945
323.249	0.200	P4_SUB-032	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-189				967
323.449	0.200	GROUP	(.)	SIL				shared	manual	0				82
323.649	0.521	P4_SUB-032	That makes sense.	SPK		0.022674	9.17	mic12	confident	0	200	118		
324.170	1.836	GROUP	(1.8)	SIL				shared	manual	0				0
326.006	0.241	P2_SUB-030	sure	SPK		0.017085	3.38	mic10	backchannel	0	1836	1836		0
326.247	4.524	GROUP	(4.5)	SIL				shared	manual	0				
330.771	0.481	P3_SUB-031	Ah, yeah.	SPK		0.084470	4.02	mic11	confident	0	4524	4524		
331.252	4.689	GROUP	(4.7)	SIL				shared	manual	0				0
335.941	2.204	P3_SUB-031	It would have been spent on the bureaucracy or something.	SPK		0.024584	1.22	mic11	confident	0	4689	9694		0
