onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
308.825	2.000	P1	I agree on that one	SPK				shared	manual	256	854	2725		2092
309.605	0.500	P1	yeah	BCK				shared	manual	-1220				652
310.029	0.971	P4	He is a good communicator as well.	SPK				shared	confident	-76	-796	-796		1668
310.029	0.796	P4	[OVL:competitive]	OVL	competitive			shared	manual	-971				1668
311.000	1.000	GROUP	(1.0)	SIL				shared	manual	175				500
311.328	0.500	P3	exactly	BCK				shared	manual	-672				500
312.000	4.000	P1	Yeah, and lots of experience in rolling out these kind of things.	SPK				shared	confident	172	1000	1000		500
312.029	0.500	P1	yeah	BCK				shared	manual	-3971				500
316.000	0.100	P3	Yeah.	BCK				shared	confident	3471			0	100
316.000	7.000	P2	The only major difference is the years of experience, right?	SPK				shared	confident	-100	0	0		100
323.000	2.000	P1	Yeah.	SPK				shared	confident	0	0	0		
325.000	9.880	P2	like there’s five years of experience with the first candidate and with the third candidate we don’t really know if it’s the same description we have	SPK				shared	confident	0	0	0		
334.880	2.559	GROUP	(2.6)	SIL				shared	manual	0				388
337.051	2.000	P2	er	FP				shared	manual	-388				4139
337.439	1.549	P4	Yeah, it doesn't really say anything about...	SPK				shared	confident	-1612	2559	2559		3625
338.000	0.100	P2	no	SPK				shared	confident	-988	-988	-988		400
338.000	2.000	P2	yeah	BCK				shared	confident	-100			561	4139
338.000	0.100	P2	[OVL:smooth]	OVL	smooth			shared	manual	-2000				400
338.100	1.900	GROUP	(1.9)	SIL				shared	manual	0				3739
340.000	2.000	P2	we don’t really know much about that, yeah	SPK				shared	confident	0	1900	1012		
342.000	4.592	P1	Well, I have information about experience.	SPK				shared	confident	0	0	0		6372
342.960	1.088	GROUP	[SOFT LAUGHTER]	LAU				shared	manual	-3632				1184
344.000	2.000	P2	Yeah you might know	SPK				shared	confident	-48	-2592	-2592		4048
344.000	2.000	P2	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2000				4048
346.000	0.100	P3	yeah	BCK				shared	confident	0			4000	300
346.000	1.000	P3	okay	BCK				shared	confident	-100			4000	1692
346.000	1.000	GROUP	(1.0)	SIL				shared	manual	-1000				1692
347.000	4.000	P1	Candidate C has more experience than candidate A.	SPK				shared	confident	0	1000	1000		
351.000	1.000	P3	okay, cool	BCK				shared	confident	0				1000
351.000	1.000	GROUP	(1.0)	SIL				shared	manual	-1000				1000
352.000	0.100	P1	Yeah, yeah.	SPK				shared	confident	0	1000	6000		200
352.000	2.000	P1	Okay,	SPK				shared	confident	-100	-100	6000		200
352.000	0.100	P1	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-2000				200
354.000	2.000	P1	so we don’t have the same information	SPK				shared	confident	1900	0	8000		3789
354.432	0.869	P1	Okay okay	SPK				shared	manual	-1568	-1568	8432		2391
354.432	0.869	P1	[OVL:competitive]	OVL	competitive			shared	manual	-869				2391
354.648	1.992	GROUP	[LAUGHTER]	LAU				shared	manual	-653				4297
355.301	0.699	GROUP	(0.7)	SIL				shared	manual	-1339				1398
356.000	0.100	P1	Yeah.	SPK				shared	confident	0	699	10000		400
356.000	0.100	P3	okay cool	BCK				shared	confident	-100			0	400
356.000	4.000	P1	Yeah, Candidate C has two more years of experience than Candidate A.	SPK				shared	confident	-100	-100	10000		940
356.000	0.100	P1	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-4000				400
360.000	1.000	P3	oh	BCK				shared	confident	3900				1000
360.000	1.000	GROUP	(1.0)	SIL				shared	manual	-1000				1000
361.000	0.100	P3	yeah that’s cool	BCK				shared	confident	0			0	100
361.000	1.000	P4	seems better than	SPK				shared	confident	-100	1000	1000		100
362.000	3.000	P1	So I think that's a strong pro.	SPK				shared	confident	0	0	0		
365.000	4.000	P1	And Candidate C also has experience in consulting.	SPK				shared	confident	0	0	3000		
369.000	2.269	P1	I don't know if you know that.	SPK				shared	confident	0	0	7000		538
371.000	10.000	P3	I mean, I was only missing the bit of the amount of experience, I would say, to say that that quote is almost exactly the same as what I have here for Candidate C. Like someone who basically...	SPK				shared	confident	-269	-269	-269		10914
371.000	0.269	P3	[OVL:smooth]	OVL	smooth			shared	manual	-10000				538
371.763	1.840	GROUP	[LAUGHTER]	LAU				shared	manual	494				1996
373.525	1.061	P1	I think it sounds good.	SPK				shared	confident	-78	-7475	-7475		2200
373.525	1.061	P1	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1061				2200
374.586	8.414	GROUP	(8.4)	SIL				shared	manual	0				8414
381.000	2.000	P1	Okay.	BCK				shared	confident	-2000				2000
383.000	3.000	P3	is very good at communicating what AI is for.	SPK				shared	confident	0	8414	8414		500
385.419	0.500	P1	ah	BCK				shared	manual	-581			2419	500
386.000	5.000	P3	He has helped rolling out this AI in different contexts and stuff like that, right?	SPK				shared	confident	81	0	11414		5170
386.392	1.141	P1	ah	BCK				shared	manual	-4608			392	1703
386.971	5.206	P1	yeah	BCK				shared	manual	-562			971	5768
391.000	1.000	P3	So I was like, okay, fine.	SPK				shared	confident	-1177	0	16414		1000
392.000	9.000	P3	Seems like this is the guy, but if you say that he has that amount of experience, that's what I will suggest at least.	SPK				shared	confident	0	0	17414		1815
394.379	1.099	P1	yeah	BCK				shared	manual	-6621			2379	1099
398.360	0.539	P4	mmh	BCK				shared	manual	2882			6360	539
401.000	3.000	P4	Mine doesn't mention anything about like AI at all.	SPK				shared	confident	2101	0	0		
404.000	2.000	P4	It's just like new tools and adoption of it.	SPK				shared	confident	0	0	3000		
406.000	0.349	GROUP	(0.3)	SIL				shared	manual	0				
406.349	2.000	P1	okay	SPK				shared	manual	0	349	349		698
408.000	2.000	P3	No, I do.	SPK				shared	confident	-349	-349	-349		3282
408.000	0.349	P3	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-2000				698
408.728	0.141	P1	Yeah I don’t have AI specifically there but	SPK				shared	confident	379	-1272	-1272		423
408.728	1.171	P1	um	FP				shared	manual	-141				2483
408.728	0.141	P1	[OVL:smooth]	OVL	smooth			shared	manual	-1171				423
408.869	1.131	GROUP	(1.1)	SIL				shared	manual	0				2161
410.000	2.000	P3	I know about that.	SPK				shared	confident	0	1131	1131		1500
410.499	0.500	P1	okay	BCK				shared	manual	-1501			499	691
410.808	0.500	P1	okay	BCK				shared	manual	-191			808	691
411.373	0.500	P1	okay	BCK				shared	manual	65			1373	500
412.000	1.000	P4	Well, even better.	SPK				shared	confident	127	0	0		500
412.224	0.500	P1	okay	BCK				shared	manual	-776			224	500
413.000	0.100	P3	Yeah.	BCK				shared	confident	276				100
413.000	8.059	GROUP	(8.1)	SIL				shared	manual	-100				2500
413.320	1.200	GROUP	[SOFT LAUGHTER]	LAU				shared	manual	-7739				1200
418.891	1.200	P3	uh	FP				shared	manual	4371				1200
421.059	14.941	P3	Yeah, to be honest, I don't know, because I mean, the first one to me seems more like the one who is a bit detached to whatever it is that he has, at least for me, it doesn't say he has experience on this particular technology.	SPK				shared	confident	968	8059	8059		
436.000	4.000	P3	It's more like has experience on managing projects.	SPK				shared	confident	0	0	23000		500
438.665	0.500	P4	yeah	BCK				shared	manual	-1335			2665	500
440.000	1.000	P3	And that's like, okay.	SPK				shared	confident	835	0	27000		622
440.139	0.500	P1	mmh	BCK				shared	manual	-861			139	500
440.878	0.500	P1	yeah	BCK				shared	manual	239			878	500
441.000	2.000	P4	Mine says direct limited knowledge.	SPK				shared	confident	-378	0	0		378
443.000	1.000	P3	okay then	BCK				shared	confident	0				1000
443.000	4.000	GROUP	(4.0)	SIL				shared	manual	-1000				4000
444.000	2.000	P3	yeah	BCK				shared	confident	-3000				2000
446.000	1.000	P2	Yeah.	BCK				shared	confident	0				1000
447.000	0.100	P3	yeah	BCK				shared	confident	0			0	112
447.000	11.851	P4	But it does, it do be a strength to be able to coordinate people, which I see the strength in, but I feel like the communicating between departments that the C has is more of a strength in this sense.	SPK				shared	confident	-100	4000	6000		6175
447.088	0.500	P2	mmh	BCK				shared	manual	-11763			88	512
453.000	5.000	P3	yeah	BCK				shared	confident	5412			6000	5096
457.904	0.575	P2	yeah	BCK				shared	manual	-96			10904	671
458.851	0.430	GROUP	(0.4)	SIL				shared	manual	372				
459.281	11.848	P2	It sounds like C is more of a... Like a generalist in a positive way, where they know some bits and pieces about different things that might be nice, but they might have the...	SPK				shared	confident	0	430	430		9629
462.000	1.000	P3	exactly	BCK				shared	confident	-9129			2719	1000
463.000	9.000	P4	True.	BCK				shared	confident	0			3719	9500
467.292	0.500	P3	yeah	BCK				shared	manual	-4708			8011	1000
471.129	0.871	GROUP	(0.9)	SIL				shared	manual	3337				871
472.000	5.000	P2	They might be able to keep the overview of everything and the communication between departments.	SPK				shared	confident	0	871	13149		500
474.640	0.500	P3	yeah	BCK				shared	manual	-2360			2640	500
477.000	3.000	GROUP	(3.0)	SIL				shared	manual	1860				1509
478.491	1.509	P3	yes	BCK				shared	confident	-1509				1509
480.000	2.000	P2	Candidate B might lack that a bit.	SPK				shared	confident	0	3000	21149		
482.000	0.100	P4	Yes.	SPK				shared	confident	0	0	0		200
482.000	8.000	P2	If we've completely ruled that person out, maybe.	SPK				shared	confident	-100	-100	-100		3200
482.000	0.100	P2	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-8000				200
482.152	0.500	P3	yeah	BCK				shared	manual	52			152	500
485.920	0.500	P3	yeah	BCK				shared	manual	3268			3920	500
486.800	2.000	GROUP	[SOFT LAUGHTER]	LAU				shared	manual	380				2000
490.000	3.000	P1	Yeah, I wouldn't hire a candidate B for this job.	SPK				shared	confident	1200	0	0		
493.000	0.100	P3	no	BCK				shared	confident	0			0	100
493.000	1.000	P1	No.	SPK				shared	confident	-100	0	3000		100
494.000	0.100	P1	Yeah, yeah, yeah, for sure.	SPK				shared	confident	0	0	4000		200
494.000	0.100	P4	sure.	BCK				shared	confident	-100			0	200
494.000	1.000	P4	Yeah,	BCK				shared	confident	-100			0	1100
494.100	2.900	GROUP	(2.9)	SIL				shared	manual	-900				2900
495.000	2.000	P4	yeah,	BCK				shared	confident	-2000				2000
497.000	3.000	P4	But just knowing the stuff doesn't mean you can communicate it well.	SPK				shared	confident	0	2900	2900		
500.000	2.000	P1	Yeah.	SPK				shared	confident	0	0	0		
502.000	5.000	P2	Also, the prompt seems like they're not really looking for like a specialist.	SPK				shared	confident	0	0	0		
507.000	1.000	P4	Yeah.	BCK				shared	confident	0				1000
507.000	1.000	GROUP	(1.0)	SIL				shared	manual	-1000				1000
508.000	7.000	P2	So the person might also not be very happy in the role.	SPK				shared	confident	0	1000	6000		500
510.309	0.500	P3	no	BCK				shared	manual	-4691			2309	500
515.000	0.100	P3	Yeah.	SPK				shared	confident	4191	0	0		200
515.000	3.000	P3	Because right now we can be ourselves, I believe, right?	SPK				shared	confident	-100	-100	0		200
515.000	0.100	P3	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-3000				200
518.000	16.000	P3	I mean, then I will always go for C because I have seen A so many times and I have complained so many times about people like A that I would be like, I mean, I prefer someone who really, you know, is a bit more into it than just knowing how a corporation works.	SPK				shared	confident	2900	0	3000		5314
521.339	0.500	P4	mmh	BCK				shared	manual	-12661			3339	500
522.800	1.272	GROUP	[SOFT LAUGHTER]	LAU				shared	manual	961				1272
526.225	1.051	P3	[LAUGHTER]	LAU				shared	manual	2153				1363
526.964	1.491	P1	[LAUGHTER]	LAU				shared	manual	-312				1803
530.531	0.500	P1	yeah	BCK				shared	manual	2076			12531	500
532.939	0.500	P4	mmh	BCK				shared	manual	1908			14939	500
534.000	1.000	P3	It's like, okay, fine.	SPK				shared	confident	561	0	19000		
535.000	5.000	P3	But in the end, that doesn't bring, I think, that extra mile of value.	SPK				shared	confident	0	0	20000		1000
536.208	0.500	P4	yeah	BCK				shared	manual	-3792			1208	899
536.309	0.500	P1	yeah	BCK				shared	manual	-399			1309	899
540.000	1.000	P1	No, no, no, no.	SPK				shared	confident	3191	0	0		
541.000	1.000	P3	That's my feeling at least.	SPK				shared	confident	0	0	0		
542.000	11.000	P2	Yeah.	SPK				shared	confident	0	0	0		14628
545.686	11.248	P2	And also it seems like not like they're a risk taker but they might be willing to try to find new ways that work.	SPK				shared	confident	-7314	-7314	3686		15128
545.686	7.314	P2	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-11248				14628
553.995	0.500	P3	yeah	BCK				shared	manual	995			8309	500
556.934	0.066	GROUP	(.)	SIL				shared	manual	2439				0
557.000	2.000	P3	Yeah, yeah.	SPK				shared	confident	0	66	66		
559.000	1.000	P3	Okay.	SPK				shared	confident	0	0	2066		
560.000	3.000	P3	Nothing about the salary expectations we have.	SPK				shared	confident	0	0	3066		
563.000	2.000	P3	I don't know.	SPK				shared	confident	0	0	6066		1497
563.503	2.600	GROUP	[LAUGHTER]	LAU				shared	manual	-1497				2600
565.000	4.000	P3	Maybe there's like a no-go for the C because it's asking for too much or something.	SPK				shared	confident	-1103	0	8066		1103
569.000	1.000	P1	I think it's good.	SPK				shared	confident	0	0	0		
570.000	1.000	P3	Okay.	SPK				shared	confident	0	0	0		
571.000	1.000	P1	Yeah, I'm good.	SPK				shared	confident	0	0	0		
572.000	8.899	P1	I'm good with C. C also has some kind of workshop, setting up workshop experience.	SPK				shared	confident	0	0	1000		15798
573.000	7.000	P3	Yeah.	SPK				shared	confident	-7899	-7899	-7899		14000
573.000	7.000	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-7000				14000
580.000	1.000	P3	Okay	BCK				shared	confident	0			8000	1899
580.000	1.000	GROUP	(1.0)	SIL				shared	manual	-1000				1899
581.000	9.000	P1	You can use that for showcasing how AI can transform and drive real value, right?	SPK				shared	confident	0	1000	1000		
590.000	0.100	P3	Yeah,	BCK				shared	confident	0			0	100
590.000	6.000	P1	Yeah, exactly.	SPK				shared	confident	-100	0	10000		5281
590.819	5.779	GROUP	[LAUGHTER]	LAU				shared	manual	-5181				5779
596.000	2.000	P1	So it sounds good to me.	SPK				shared	confident	-598	0	16000		598
598.000	1.000	P1	Some kind of McKinsey kind of dude.	SPK				shared	confident	0	0	18000		
599.000	3.000	P1	Yeah.	SPK				shared	confident	0	0	19000		1299
600.701	1.670	GROUP	[LAUGHTER]	LAU				shared	manual	-1299				1870
602.000	0.100	P1	Probably good.	SPK				shared	confident	-371	0	22000		300
602.000	5.000	P3	Yeah.	SPK				shared	confident	-100	-100	-100		4529
602.000	0.100	P3	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-5000				300
605.021	2.440	P3	If he hasn't overpromised	SPK				shared	manual	2921	-1979	2921		4880
605.021	1.979	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2440				3958
607.000	4.000	P1	Okay.	SPK				shared	confident	0	-461	-461		2373
607.000	0.461	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-4000				922
607.893	1.451	GROUP	[LAUGHTER]	LAU				shared	manual	432				1451
611.000	6.000	P4	no	BCK				shared	confident	1656				11928
611.000	6.000	GROUP	(6.0)	SIL				shared	manual	-6000				11928
611.072	6.909	MODERATOR	[MOD_EVT]	MOD_EVT				shared	manual	-5928				12837
617.000	2.000	P3	OK.	SPK				shared	confident	-981	6000	6000		981
619.000	0.100	P2	I can do it.	SPK				shared	confident	0	0	0		200
619.000	2.000	P3	Yeah.	SPK				shared	confident	-100	-100	-100		200
619.000	0.100	P3	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-2000				200
